,Age,Gender,Race/Ethnicity,Census Region,Income Group,Occupation,Work Status,Education,Marital Status,Vote
1854,2,2,1,3,4,1,1,6,3,1
1855,3,2,1,3,2,3,5,1,5,0
1856,2,2,1,4,3,2,5,5,1,0
1857,2,1,1,2,4,3,1,5,1,1
1858,1,1,1,2,3,1,1,6,1,0
1859,2,2,1,2,4,2,1,6,1,1
1860,3,1,1,1,3,0,5,3,1,1
1861,3,1,1,4,3,1,5,3,1,1
1862,3,1,1,3,1,3,5,6,2,1
1863,3,2,1,3,2,1,5,6,5,0
1864,2,2,1,3,3,1,1,6,2,0
1865,2,2,2,3,1,3,1,3,2,0
1866,3,2,1,3,0,2,5,3,5,1
1867,3,2,1,3,3,2,5,3,2,0
1868,2,1,1,3,3,1,1,6,1,1
1869,2,2,1,3,2,3,1,3,3,0
1870,1,1,1,1,4,1,1,5,3,1
1871,2,1,1,2,2,3,1,6,3,0
1872,2,2,1,4,3,2,1,5,3,0
1873,3,1,1,3,1,3,5,3,3,1
1874,2,2,1,1,2,2,1,5,1,1
1875,2,1,1,3,3,2,1,5,1,0
1876,3,1,1,1,2,2,5,3,5,0
1877,2,1,1,1,2,3,1,3,2,1
1878,1,1,1,2,1,6,7,5,3,0
1879,3,2,1,2,2,3,5,3,1,0
1880,2,2,1,4,3,2,5,5,1,0
1881,2,2,1,1,4,2,1,5,1,0
1882,3,1,1,3,3,1,5,3,1,1
1883,2,1,1,4,4,1,1,5,1,0
1884,1,1,1,4,4,2,1,5,1,1
1885,3,1,1,4,2,1,5,5,1,1
1886,2,1,1,3,0,2,5,3,3,1
1887,1,2,2,2,1,6,7,2,2,0
1888,1,2,2,3,3,2,1,5,1,0
1889,3,2,1,2,1,3,5,3,3,0
1890,3,2,1,3,1,2,5,5,5,1
1891,2,1,1,2,2,3,1,5,3,1
1892,1,2,1,3,1,0,8,5,2,0
1893,2,1,2,1,4,3,1,3,1,1
1894,2,1,1,3,2,3,1,3,3,0
1895,3,1,1,4,2,1,5,5,3,1
1896,1,2,1,4,3,1,1,6,2,0
1897,2,1,2,3,4,3,5,3,1,1
1898,2,2,1,4,3,2,1,5,3,0
1899,3,2,1,4,3,2,5,2,1,0
1900,2,1,1,3,4,1,1,6,1,1
1901,2,1,2,3,3,3,1,3,4,0
1902,1,2,1,2,5,2,1,5,2,1
1903,3,2,1,2,0,6,7,2,5,0
1904,3,2,1,3,0,2,5,3,1,0
1905,2,1,1,2,3,1,1,5,2,1
1906,2,2,1,1,3,1,1,6,1,0
1907,3,2,1,1,0,1,5,0,1,1
1908,2,1,1,2,4,1,1,6,1,1
1909,2,1,2,3,4,3,1,3,4,0
1910,1,1,5,4,3,1,1,6,1,0
1911,2,2,1,2,3,1,1,6,2,0
1912,3,1,1,3,4,3,5,2,1,1
1913,1,2,1,3,4,6,7,5,1,1
1914,2,2,1,3,3,6,7,3,1,1
1915,2,2,2,3,1,3,1,2,1,0
1916,2,1,1,2,1,3,5,3,3,1
1917,1,2,1,2,2,3,1,3,2,1
1918,1,2,1,3,2,1,1,6,3,1
1919,2,2,0,4,5,1,1,6,1,1
1920,3,1,1,1,2,3,5,2,1,0
1921,3,1,1,1,2,3,5,5,5,0
1922,3,2,1,2,4,1,5,5,3,1
1923,2,1,2,3,3,4,1,3,3,0
1924,3,2,1,1,3,1,5,6,2,0
1925,3,1,2,1,2,1,5,5,1,0
1926,2,2,2,3,1,0,8,5,3,0
1927,2,2,1,3,1,6,7,2,5,0
1928,2,1,1,1,3,1,1,6,1,1
1929,3,1,1,1,3,1,1,5,1,0
1930,3,2,1,3,3,1,5,6,5,1
1931,3,2,2,1,3,1,5,0,3,0
1932,3,1,1,3,4,2,5,6,1,1
1933,3,1,1,3,4,1,5,6,1,0
1934,2,2,1,2,4,1,1,5,7,1
1935,3,1,1,2,0,3,5,1,1,0
1936,1,1,1,4,3,1,1,5,2,1
1937,2,2,1,4,5,1,1,6,3,0
1938,1,1,1,3,4,1,1,3,1,0
1939,2,1,1,4,3,3,1,3,1,1
1940,2,1,1,4,4,1,1,6,1,0
1941,1,1,1,3,3,2,1,6,2,1
1942,2,1,1,1,4,2,1,6,2,0
1943,1,1,1,2,3,3,1,5,2,0
1944,1,1,5,4,4,2,1,3,2,0
1945,1,2,1,4,1,1,1,5,2,1
1946,2,2,1,1,4,2,1,3,1,1
1947,1,2,1,3,3,1,1,6,2,1
1948,2,1,1,2,4,1,1,6,1,1
1949,2,1,1,3,4,1,1,6,2,0
1950,3,2,1,4,1,2,5,5,5,1
1951,2,1,1,4,4,1,1,6,1,1
1952,3,2,1,2,2,2,1,3,5,0
1953,3,2,1,3,1,1,5,5,3,1
1954,2,1,1,1,2,3,1,5,2,1
1955,1,2,1,1,3,2,1,5,1,0
1956,1,2,3,4,2,2,1,5,1,1
1957,1,1,1,3,3,0,8,6,1,1
1958,2,2,1,4,4,6,7,6,1,1
1959,1,1,1,1,4,1,1,0,1,1
1960,2,1,1,2,0,1,1,5,1,1
1961,3,1,1,1,3,1,5,6,1,0
1962,2,1,1,4,4,1,1,6,1,1
1963,1,1,5,2,3,0,8,6,2,0
1964,3,2,1,2,3,6,7,3,1,1
1965,2,2,1,2,2,2,1,6,1,0
1966,2,2,1,1,4,1,1,6,1,0
1967,1,2,1,4,4,6,7,6,1,1
1968,2,2,1,4,4,2,1,5,1,1
1969,2,2,1,1,3,3,4,5,7,0
1970,3,1,1,4,1,1,5,6,2,0
1971,1,1,1,4,3,1,1,6,2,1
1972,2,2,1,4,1,1,1,6,4,0
1973,3,1,1,2,2,3,5,2,1,0
1974,2,2,2,2,1,2,1,5,2,0
1975,3,2,1,3,3,2,5,5,1,0
1976,1,2,1,2,4,3,1,6,1,1
1977,3,2,2,3,1,3,5,2,5,0
1978,2,1,1,3,3,3,2,3,1,0
1979,3,1,2,2,2,3,5,1,3,0
1980,3,1,1,4,1,1,5,3,5,1
1981,3,2,1,1,1,6,7,3,1,0
1982,2,2,1,1,4,2,1,0,1,1
1983,1,1,1,1,4,3,1,0,1,1
1984,2,1,1,4,4,1,1,6,1,1
1985,1,2,1,4,4,1,1,6,1,1
1986,3,2,1,4,4,2,1,5,5,1
1987,2,1,1,3,4,2,1,6,3,1
1988,3,2,1,3,2,6,7,1,1,0
1989,2,2,1,2,4,2,1,3,1,1
1990,3,1,1,4,0,2,5,2,1,1
1991,3,2,1,4,4,1,5,6,1,1
1992,3,2,1,3,2,2,5,6,2,1
1993,3,2,1,3,3,3,4,2,5,0
1994,2,1,1,4,4,4,1,3,1,0
1995,3,2,1,3,1,6,7,3,5,0
1996,1,2,1,2,3,2,1,5,2,0
1997,2,2,1,3,4,6,7,5,1,1
1998,3,2,1,1,1,2,5,2,5,0
1999,3,2,1,3,1,3,5,2,5,0
2000,1,2,1,3,3,2,1,5,7,0
2001,2,1,1,1,4,1,2,6,2,1
2002,2,1,1,2,3,3,1,6,1,1
2003,2,1,3,4,2,2,1,6,2,0
2004,2,1,1,1,4,3,1,5,1,1
2005,2,1,1,2,3,3,1,5,1,1
2006,1,1,1,2,3,3,1,3,2,1
2007,2,2,1,2,3,1,1,6,1,0
2008,2,1,1,2,3,2,1,6,1,1
2009,3,1,1,3,0,1,5,6,1,1
2010,2,2,1,4,4,2,1,3,1,0
2011,2,1,1,2,3,3,1,1,4,0
2012,1,2,5,3,4,1,1,5,1,1
2013,3,2,1,1,3,3,5,5,1,1
2014,2,2,5,4,3,1,1,3,3,0
2015,1,1,1,2,3,2,1,3,1,1
2016,1,2,1,1,3,2,1,3,1,0
2017,2,2,5,1,1,6,7,3,1,0
2018,2,1,2,1,3,2,1,5,3,0
2019,2,1,1,2,4,1,1,6,1,0
2020,2,1,1,2,4,1,1,6,1,0
2021,2,1,1,2,0,2,1,5,2,0
2022,3,2,5,4,1,2,5,5,5,0
2023,1,2,2,2,1,0,8,5,2,0
2024,2,2,1,2,4,1,1,3,1,0
2025,2,1,2,3,4,3,1,3,1,1
2026,3,1,1,2,3,3,5,3,1,0
2027,3,1,1,2,2,3,5,3,1,0
2028,2,1,1,4,5,3,5,6,1,1
2029,2,1,1,2,3,3,1,3,1,1
2030,2,1,1,2,5,1,1,6,1,1
2031,2,2,1,3,4,1,1,6,1,1
2032,3,1,1,3,3,3,5,3,2,1
2033,3,1,2,3,2,3,5,3,1,0
2034,1,2,1,3,3,1,1,6,1,0
2035,1,1,1,4,3,1,1,6,2,1
2036,2,1,1,4,4,1,1,6,1,0
2037,3,2,1,4,3,1,5,6,1,0
2038,2,1,5,3,3,1,5,6,1,1
2039,1,1,1,4,3,3,1,5,1,1
2040,3,2,1,4,0,1,5,6,5,1
2041,3,1,5,3,1,2,5,0,1,0
2042,1,2,1,4,4,6,7,6,1,1
2043,2,1,1,3,5,1,1,6,1,1
2044,2,2,2,3,3,1,1,5,1,0
2045,2,1,1,3,4,2,1,6,1,1
2046,2,1,1,1,4,1,1,6,1,1
2047,2,2,1,3,5,2,1,6,1,1
2048,1,1,1,1,4,3,1,5,1,1
2049,3,2,1,1,3,1,1,6,2,1
2050,2,2,1,2,1,6,7,3,1,1
2051,3,1,1,1,0,3,5,2,5,0
2052,2,2,1,3,4,3,1,5,3,1
2053,2,1,1,4,3,3,1,5,1,1
2054,1,1,1,4,3,1,1,5,3,0
2055,1,2,1,4,3,1,1,6,1,0
2056,2,2,1,3,4,2,1,3,1,1
2057,3,2,1,3,3,1,5,6,3,0
2058,2,1,1,2,4,3,1,3,1,1
2059,2,1,1,4,3,3,2,6,1,0
2060,2,2,1,2,0,2,1,3,5,1
2061,2,1,1,2,3,2,1,5,1,1
2062,3,2,1,2,3,2,5,3,1,1
2063,2,1,1,4,3,3,1,5,3,1
2064,1,2,1,4,1,2,1,0,1,1
2065,3,2,1,3,0,1,5,6,1,0
2066,2,1,1,4,3,2,1,3,2,1
2067,3,2,1,2,3,3,5,3,1,0
2068,3,2,1,4,2,6,7,2,1,0
2069,2,2,5,4,4,2,1,5,1,1
2070,2,1,1,1,0,2,6,3,1,1
2071,3,2,1,4,1,2,5,3,3,0
2072,1,1,5,4,4,3,1,6,1,1
2073,2,2,1,4,4,2,1,3,1,0
2074,2,1,5,3,5,1,1,6,1,0
2075,2,2,5,4,3,6,7,5,1,1
2076,3,1,1,4,2,3,5,5,5,0
2077,2,1,1,2,4,1,1,6,5,0
2078,3,1,1,3,3,0,5,3,1,1
2079,2,2,1,3,3,3,1,3,1,0
2080,2,2,1,3,1,3,1,1,1,1
2081,2,1,1,4,5,1,1,5,1,1
2082,3,2,1,4,0,2,5,3,5,1
2083,1,2,5,4,2,6,7,3,2,1
2084,1,2,1,2,1,1,1,6,2,1
2085,1,2,1,2,4,3,1,3,7,1
2086,2,2,1,4,4,1,5,5,5,1
2087,2,1,1,2,5,1,1,6,1,1
2088,1,1,1,4,3,0,8,5,2,0
2089,2,2,1,1,4,3,1,5,1,1
2090,2,1,1,3,5,1,1,6,1,0
2091,3,2,1,3,3,2,1,3,5,0
2092,1,2,5,3,2,2,1,3,2,0
2093,1,2,5,3,3,6,7,5,1,0
2094,2,2,1,3,2,6,7,2,1,0
2095,2,2,1,2,3,1,1,6,1,1
2096,3,1,1,4,3,1,5,5,5,1
2097,3,1,1,4,3,1,5,6,5,0
2098,2,1,1,4,3,3,1,3,1,0
2099,2,2,1,4,1,1,1,6,3,0
2100,3,1,1,3,0,3,5,2,5,0
2101,1,2,1,4,3,6,7,5,1,1
2102,2,2,5,4,0,6,7,3,1,0
2103,1,1,1,2,3,3,1,5,1,1
2104,2,2,1,2,3,3,1,5,1,1
2105,1,1,1,4,2,3,1,2,2,0
2106,3,2,1,4,4,2,5,3,1,1
2107,1,2,1,3,4,1,1,6,1,1
2108,2,2,1,2,0,3,1,3,5,0
2109,3,1,1,3,3,1,5,6,1,1
2110,2,2,1,1,4,6,7,6,1,1
2111,1,2,2,3,0,3,1,5,2,0
2112,2,1,1,1,4,1,1,6,2,0
2113,3,1,1,3,4,1,5,6,1,1
2114,3,2,0,3,3,3,5,2,1,0
2115,2,1,1,3,3,3,1,3,1,1
2116,1,2,1,4,4,2,1,5,1,1
2117,2,1,1,1,4,1,1,6,1,1
2118,2,2,1,3,0,3,1,3,1,0
2119,1,2,1,3,3,3,1,3,1,0
2120,3,1,1,3,4,1,5,6,1,1
2121,2,2,1,3,3,1,1,6,1,0
2122,3,2,1,3,0,6,7,2,1,0
2123,2,2,1,3,3,2,1,3,1,1
2124,1,1,1,4,1,1,1,6,2,0
2125,2,1,1,2,0,1,1,3,1,0
2126,1,2,1,1,4,1,1,6,1,1
2127,3,1,2,3,1,3,5,3,3,0
2128,1,1,1,3,2,3,1,5,2,1
2129,1,2,1,2,3,6,7,5,1,1
2130,1,2,5,4,1,3,2,5,3,1
2131,3,1,1,4,1,2,6,3,2,1
2132,3,1,1,2,4,1,5,3,1,0
2133,2,1,1,2,5,2,1,3,1,1
2134,2,2,1,2,0,2,1,3,1,0
2135,2,2,1,1,4,1,1,6,1,1
2136,2,2,1,3,4,1,1,6,1,1
2137,2,2,3,3,4,1,1,6,1,1
2138,1,1,4,3,3,4,1,5,7,0
2139,2,1,5,3,2,5,1,2,1,0
2140,1,2,1,2,5,1,1,5,1,1
2141,2,2,1,4,2,2,5,3,5,1
2142,2,1,1,2,4,2,1,3,7,0
2143,2,1,5,4,2,4,2,3,5,0
2144,3,2,1,4,2,2,5,3,1,0
2145,1,2,1,4,1,2,1,6,2,0
2146,2,2,1,2,4,1,5,6,1,1
2147,2,2,1,1,2,2,1,3,2,1
2148,3,2,1,2,1,3,6,3,2,0
2149,2,1,1,2,3,3,1,5,1,0
2150,2,2,1,3,4,1,1,6,3,0
2151,1,1,1,3,3,1,1,6,2,1
2152,2,1,5,3,2,3,6,5,4,1
2153,2,1,1,2,4,2,1,5,1,0
2154,1,1,1,3,3,3,1,5,2,0
2155,3,1,1,2,2,1,5,6,5,1
2156,3,2,1,3,4,1,5,3,1,1
2157,1,2,1,4,1,0,8,6,2,0
2158,2,1,1,3,3,1,5,6,1,0
2159,2,1,1,2,4,3,1,3,1,1
2160,2,2,1,2,4,2,1,3,1,1
2161,2,1,0,3,3,3,1,0,1,0
2162,2,2,1,4,3,1,4,6,5,0
2163,2,2,1,2,1,2,1,3,3,1
2164,3,1,1,1,3,1,1,5,1,1
2165,2,2,2,3,1,0,8,5,5,0
2166,1,2,1,1,3,1,1,6,1,1
2167,3,1,1,3,0,1,5,6,1,1
2168,2,2,1,2,3,2,1,6,3,0
2169,2,1,1,2,4,1,1,6,1,1
2170,2,2,1,4,4,6,7,3,1,1
2171,3,2,1,4,3,2,5,5,5,1
2172,2,2,1,4,4,2,1,3,1,1
2173,2,2,1,1,3,1,1,6,3,1
2174,1,2,1,3,0,1,1,6,1,1
2175,2,2,1,4,3,1,1,5,2,1
2176,3,1,1,2,2,3,5,3,3,0
2177,2,2,1,2,3,3,4,5,1,1
2178,2,1,1,3,4,1,1,6,1,1
2179,3,1,1,3,1,3,5,2,2,1
2180,3,2,1,2,1,2,5,3,5,1
2181,1,2,1,2,3,3,1,3,1,0
2182,2,2,1,2,4,2,1,5,3,0
2183,2,2,1,2,4,1,1,5,1,1
2184,2,1,1,3,3,3,1,3,1,1
2185,2,1,1,4,4,1,1,6,3,1
2186,1,2,2,3,0,2,1,6,2,0
2187,2,1,5,4,1,4,6,1,1,0
2188,2,1,5,3,3,4,1,1,1,0
2189,1,1,5,3,3,4,1,3,2,0
2190,3,2,1,3,3,0,5,6,5,1
2191,2,2,2,4,2,2,1,0,5,0
2192,2,1,1,3,4,2,1,3,2,0
2193,2,1,1,1,0,1,1,6,1,0
2194,2,1,1,2,5,1,1,6,4,1
2195,2,1,1,3,4,1,1,6,2,1
2196,1,1,1,3,3,3,1,5,1,1
2197,2,1,1,2,5,1,1,6,1,1
2198,2,2,1,3,4,1,1,6,7,0
2199,2,2,1,2,4,6,7,5,1,0
2200,1,2,1,3,3,2,1,5,3,0
2201,3,2,1,4,3,1,5,6,5,1
2202,2,1,1,2,3,3,1,5,1,1
2203,2,1,1,2,4,1,1,6,1,0
2204,1,1,1,2,4,3,1,3,1,0
2205,2,1,1,4,0,2,1,6,1,1
2206,2,1,1,4,1,4,6,1,1,1
2207,1,1,1,2,3,3,1,5,2,0
2208,3,1,1,1,3,2,5,5,1,1
2209,2,2,2,3,2,6,7,3,1,0
2210,2,1,1,3,3,3,1,3,3,1
2211,2,2,1,1,3,3,6,3,4,0
2212,1,2,2,3,0,2,1,5,2,0
2213,2,2,2,3,0,1,5,3,3,1
2214,1,2,1,3,4,1,1,3,1,1
2215,1,1,1,2,0,0,8,5,2,1
2216,3,1,1,2,4,3,5,3,1,0
2217,3,2,1,2,0,1,5,3,5,1
2218,1,2,1,1,2,1,1,6,2,1
2219,2,2,1,1,5,1,1,6,1,0
2220,3,2,1,4,1,6,7,3,5,0
2221,1,2,1,1,3,2,1,5,1,1
2222,1,1,1,4,2,3,1,6,2,1
2223,2,2,1,4,4,2,1,6,1,1
2224,3,2,1,4,2,2,5,2,5,0
2225,2,1,5,2,3,3,1,3,1,0
2226,3,2,1,2,0,5,5,3,1,0
2227,2,2,1,2,0,2,5,3,1,0
2228,2,1,1,3,3,3,1,3,1,1
2229,2,1,1,2,3,3,1,3,3,1
2230,1,1,1,3,3,1,1,6,2,1
2231,2,1,1,3,4,1,1,6,1,1
2232,2,1,1,4,3,1,1,6,1,0
2233,2,2,1,1,4,6,7,6,1,1
2234,2,1,1,4,4,3,1,5,1,1
2235,3,2,1,4,2,2,5,2,5,1
2236,3,1,1,4,4,1,5,5,1,0
2237,1,1,1,1,4,3,2,5,7,0
2238,1,1,1,4,3,1,1,3,1,1
2239,1,2,1,3,4,3,1,3,4,0
2240,2,1,1,2,4,2,1,5,1,0
2241,2,1,1,3,3,3,1,5,1,0
2242,2,2,1,4,3,6,7,3,1,1
2243,2,2,1,3,4,6,7,5,1,1
2244,2,2,5,3,3,2,1,5,1,0
2245,3,1,1,4,0,1,5,5,1,1
2246,2,2,1,4,4,1,1,3,5,1
2247,2,2,1,1,4,1,1,5,3,0
2248,2,1,1,4,5,2,1,5,1,0
2249,2,1,1,4,1,3,5,3,1,0
2250,2,2,1,2,4,1,1,5,1,0
2251,1,1,5,3,4,3,1,5,2,1
2252,3,2,2,1,2,3,5,3,1,0
2253,2,2,1,3,4,6,7,5,1,0
2254,1,2,1,3,5,1,1,6,1,1
2255,2,1,2,3,2,1,5,6,3,0
2256,2,2,1,2,3,6,7,6,1,1
2257,1,2,1,2,0,2,1,5,1,0
2258,3,2,1,2,3,6,7,3,1,0
2259,3,2,1,2,1,3,1,3,5,0
2260,2,1,2,3,4,3,1,3,1,1
2261,2,1,2,3,2,3,1,3,1,1
2262,2,1,1,4,3,3,1,3,1,1
2263,2,2,1,4,3,6,7,3,1,0
2264,1,2,1,4,3,1,1,6,2,1
2265,2,1,1,3,4,1,1,6,1,1
2266,1,1,5,2,4,4,1,5,1,0
2267,2,1,1,4,4,3,1,5,1,1
2268,3,2,1,2,2,2,1,6,3,0
2269,2,2,1,2,3,2,1,3,3,0
2270,2,2,2,3,1,3,4,5,4,0
2271,1,1,1,2,4,2,1,6,1,0
2272,2,1,1,1,3,3,1,2,1,1
2273,3,1,1,2,3,4,5,3,1,1
2274,3,2,1,3,0,6,7,6,1,1
2275,2,2,1,1,2,3,1,2,5,0
2276,2,1,1,3,4,1,1,3,1,0
2277,1,2,1,3,1,0,8,6,2,1
2278,2,2,0,4,3,1,1,6,1,1
2279,2,2,1,2,4,4,1,5,1,1
2280,1,2,0,4,3,6,7,3,1,1
2281,2,1,1,2,5,2,1,6,1,1
2282,2,2,1,4,3,3,1,5,1,1
2283,2,2,5,4,4,2,5,3,1,0
2284,1,1,1,2,3,3,1,5,3,1
2285,2,1,1,2,4,3,6,3,1,1
2286,3,2,1,2,0,2,5,3,5,0
2287,2,2,2,3,3,2,1,5,4,0
2288,3,1,1,2,3,3,5,1,1,1
2289,2,1,1,2,0,5,1,2,1,0
2290,3,2,1,2,3,2,1,3,5,0
2291,3,1,1,2,3,2,5,3,1,1
2292,2,2,1,4,4,2,1,6,1,0
2293,2,2,1,3,4,1,1,6,2,1
2294,3,2,1,1,2,2,5,6,5,1
2295,2,1,1,4,3,2,1,6,2,0
2296,2,1,1,2,0,1,1,5,1,0
2297,2,2,1,4,2,3,1,2,3,1
2298,2,1,1,1,0,2,1,5,1,1
2299,2,2,3,4,4,1,1,6,1,0
2300,1,2,2,1,3,2,1,3,1,0
2301,2,2,1,2,3,5,1,3,1,1
2302,2,2,1,3,3,3,1,2,1,1
2303,2,2,1,4,1,2,1,5,4,1
2304,2,1,1,4,4,3,1,3,1,1
2305,2,2,2,3,0,0,1,6,4,0
2306,2,2,1,3,5,1,1,6,1,0
2307,1,2,5,4,4,1,1,5,2,0
2308,2,1,1,4,4,1,5,6,1,1
2309,1,2,5,4,3,2,1,6,2,1
2310,3,1,1,3,2,1,5,3,1,0
2311,3,2,1,3,0,2,5,3,1,0
2312,2,2,5,4,3,6,7,6,1,1
2313,3,2,1,4,3,2,5,3,5,0
2314,1,1,5,3,2,3,1,5,2,0
2315,1,2,1,4,4,2,1,6,1,1
2316,2,1,1,2,4,3,1,5,1,0
2317,3,1,1,2,1,5,5,2,1,0
2318,2,2,1,2,4,2,1,3,1,1
2319,1,1,1,2,3,3,1,5,1,1
2320,2,2,1,2,3,2,1,5,1,1
2321,2,2,1,2,2,3,1,3,5,0
2322,2,2,1,2,3,6,7,3,1,1
2323,2,1,1,2,4,2,1,5,1,1
2324,2,1,1,4,0,2,1,6,1,0
2325,1,2,1,1,5,1,1,6,2,1
2326,2,2,1,1,4,1,1,6,3,0
2327,2,1,1,4,3,2,1,3,2,1
2328,2,2,1,3,4,1,1,6,1,1
2329,1,2,1,4,5,1,1,5,1,0
2330,2,1,1,4,3,3,1,3,1,1
2331,3,2,1,4,1,6,7,5,5,0
2332,3,2,1,4,2,2,5,3,5,0
2333,2,2,1,4,3,1,1,6,3,1
2334,1,2,1,4,3,2,1,6,1,0
2335,2,1,1,1,1,5,1,3,1,0
2336,3,2,1,1,2,2,1,3,5,1
2337,2,1,1,1,4,1,5,5,1,1
2338,2,1,1,1,4,3,1,3,1,1
2339,3,2,5,1,1,3,5,2,5,1
2340,3,2,1,4,3,2,5,2,1,0
2341,2,1,1,3,5,1,1,6,1,1
2342,2,1,1,1,4,1,1,6,2,0
2343,1,1,1,1,4,1,1,6,2,0
2344,2,1,1,3,4,1,1,6,2,0
2345,2,2,1,3,1,1,1,6,2,1
2346,3,2,1,3,3,1,5,6,3,0
2347,1,2,1,3,2,1,1,3,3,0
2348,2,2,1,3,3,2,1,3,2,1
2349,3,1,1,4,3,1,5,3,1,1
2350,1,2,5,3,3,2,1,3,1,1
2351,3,2,1,3,2,2,5,5,5,1
2352,3,2,1,3,3,2,5,5,1,1
2353,1,1,1,2,3,3,1,5,1,1
2354,2,1,1,2,1,3,6,2,3,0
2355,1,1,1,2,3,3,1,3,1,1
2356,3,2,1,2,1,2,5,3,5,1
2357,2,2,1,3,5,1,1,6,1,0
2358,2,1,1,3,4,1,1,6,1,1
2359,2,1,1,3,4,1,1,6,1,0
2360,2,2,3,3,5,1,1,6,1,1
2361,2,1,1,1,0,1,5,6,1,1
2362,2,1,1,2,4,1,1,6,1,1
2363,2,1,1,3,2,2,5,5,3,1
2364,2,2,1,2,4,1,1,5,7,1
2365,2,2,1,2,4,2,1,5,1,1
2366,2,2,1,2,2,2,1,6,4,0
2367,2,2,1,2,4,3,1,5,1,0
2368,2,2,1,2,3,6,7,3,1,1
2369,1,1,1,2,3,1,1,6,1,0
2370,3,1,1,2,3,3,5,3,1,0
2371,2,1,1,4,2,2,1,3,3,0
2372,2,2,1,4,3,5,1,5,3,1
2373,3,2,1,3,0,1,5,6,1,1
2374,3,1,1,3,3,1,5,3,1,0
2375,2,2,1,3,4,6,7,3,1,1
2376,3,2,1,3,3,1,5,6,5,1
2377,1,1,1,3,3,3,1,5,2,0
2378,2,2,1,4,3,6,7,5,1,1
2379,2,2,1,3,4,1,1,6,1,1
2380,2,1,1,1,3,1,1,3,2,0
2381,1,1,1,1,4,1,1,5,1,1
2382,3,1,1,1,3,1,5,5,1,1
2383,2,2,1,1,4,1,1,6,3,0
2384,2,2,1,1,4,6,7,5,1,0
2385,3,1,1,1,3,1,5,5,1,0
2386,2,2,4,3,4,3,6,5,1,1
2387,3,1,1,3,2,3,5,2,5,0
2388,3,2,1,2,2,2,5,3,5,1
2389,3,2,1,3,3,2,1,6,3,1
2390,2,1,1,2,3,3,1,3,2,0
2391,3,2,1,2,0,1,5,3,1,0
2392,3,1,1,2,4,3,1,3,1,0
2393,1,2,1,2,3,1,1,5,2,1
2394,2,2,2,3,4,2,1,5,1,1
2395,2,2,1,3,4,2,1,5,1,0
2396,2,1,1,2,4,3,1,3,1,1
2397,3,2,1,2,0,6,7,3,3,1
2398,2,1,1,2,3,1,1,6,3,0
2399,2,2,1,2,3,6,7,2,1,1
2400,2,2,1,2,3,1,1,6,2,0
2401,1,2,1,2,4,3,1,3,2,0
2402,2,1,1,2,0,1,1,3,1,1
2403,3,1,1,2,0,2,5,2,1,0
2404,2,2,2,1,3,1,1,6,1,0
2405,3,2,1,3,0,6,7,2,1,1
2406,1,2,2,3,1,3,6,3,5,0
2407,1,2,1,1,3,1,1,6,3,0
2408,2,1,1,3,3,1,1,6,1,1
2409,1,2,1,3,4,1,1,6,1,1
2410,2,1,5,3,4,1,1,3,1,0
2411,2,2,5,3,3,2,5,3,1,1
2412,2,1,2,3,3,1,5,6,2,0
2413,2,1,1,1,4,1,1,6,1,1
2414,2,1,2,4,4,1,1,6,1,0
2415,2,2,1,4,4,1,1,6,1,0
2416,1,2,1,1,4,1,1,6,1,1
2417,1,2,2,1,3,2,1,5,2,0
2418,2,1,1,1,3,1,1,3,1,0
2419,2,1,1,1,4,3,6,5,2,0
2420,2,2,1,1,5,6,7,6,1,1
2421,2,2,1,3,0,1,1,6,1,0
2422,3,2,2,3,0,3,1,1,5,0
2423,2,1,2,3,2,3,1,3,1,0
2424,1,1,1,4,0,1,1,6,1,1
2425,2,2,1,2,3,1,1,6,3,1
2426,1,2,1,2,2,3,1,5,2,0
2427,3,2,1,3,3,1,1,5,3,0
2428,2,1,1,2,4,1,1,6,1,1
2429,3,1,1,2,3,1,5,3,1,0
2430,3,1,1,2,3,3,5,3,1,1
2431,3,1,1,2,3,1,5,5,1,1
2432,2,2,1,2,3,1,1,5,2,1
2433,3,2,1,2,0,6,7,3,5,1
2434,1,2,1,2,2,1,1,6,2,0
2435,3,2,1,3,2,3,1,2,5,0
2436,1,1,1,4,3,4,1,3,1,1
2437,2,2,1,4,1,2,1,5,3,1
2438,1,1,1,2,3,3,1,3,2,1
2439,2,2,1,4,4,2,1,5,1,1
2440,1,2,1,2,3,6,7,5,1,1
2441,2,1,1,3,4,3,1,6,1,0
2442,3,1,1,3,4,1,5,6,1,1
2443,3,2,1,1,0,2,5,5,2,1
2444,2,2,1,1,3,2,1,3,2,0
2445,2,1,1,3,2,1,1,6,2,0
2446,2,2,1,3,4,6,7,5,1,1
2447,3,2,1,2,3,3,5,3,1,1
2448,2,1,1,3,4,1,1,6,1,0
2449,1,1,1,2,4,1,1,6,1,1
2450,3,1,1,1,4,1,5,6,1,1
2451,1,1,1,3,0,1,1,5,1,1
2452,2,2,1,1,5,1,1,6,1,0
2453,2,1,1,3,4,1,1,5,1,1
2454,2,1,2,1,5,1,1,6,1,1
2455,2,1,2,1,3,2,1,5,3,0
2456,2,1,5,1,4,2,1,5,1,0
2457,3,2,5,1,3,3,5,3,5,0
2458,3,2,1,3,1,3,5,2,5,0
2459,3,2,2,3,0,1,5,2,5,0
