VCF0004,VCF0009z,VCF0101,VCF0104,VCF0105a,VCF0112,VCF0114,VCF0115,VCF0116,VCF0140,VCF0147,VCF0707
1996,1.4674,2,1,1,2,4.0,2.0,1,5,1,1
1996,1.37,2,2,1,2,2.0,3.0,1,5,1,0
1996,0.7452,2,2,1,2,1.0,1.0,1,6,1,2
1996,0.3848,3,2,1,2,3.0,3.0,5,6,5,1
1996,0.8926,1,2,1,2,2.0,2.0,1,5,1,1
1996,1.1233,2,2,1,2,4.0,1.0,1,3,1,1
1996,0.6077,3,1,1,2,2.0,1.0,5,2,5,0
1996,0.5056,3,2,1,2,2.0,2.0,5,3,5,1
1996,1.3485,1,2,1,1,4.0,1.0,1,6,1,2
1996,0.5564,3,2,5,3,1.0,3.0,5,3,5,1
1996,1.1396,2,2,5,3,1.0,3.0,6,3,3,0
1996,2.0361,2,2,2,3,2.0,3.0,6,2,1,1
1996,1.6943,3,2,1,3,2.0,2.0,5,3,5,2
1996,1.2125,2,2,1,3,3.0,5.0,1,3,1,1
1996,1.4658,3,2,2,3,0.0,2.0,5,5,5,0
1996,1.1792,1,1,5,3,2.0,3.0,1,3,1,0
1996,0.8690000000000001,2,2,5,4,3.0,2.0,5,3,1,2
1996,2.8434,1,1,5,1,2.0,0.0,8,5,2,0
1996,0.5246,3,2,1,2,1.0,2.0,5,3,5,2
1996,1.1320000000000001,2,2,1,3,0.0,2.0,1,5,1,2
1996,1.0044,1,1,1,3,4.0,1.0,1,6,1,1
1996,1.1256,2,2,1,4,2.0,6.0,7,3,1,0
1996,1.311,1,1,1,4,4.0,1.0,1,6,1,1
1996,1.5924,1,2,1,4,3.0,6.0,7,3,1,0
1996,0.8595,1,2,1,3,3.0,2.0,1,5,2,0
1996,0.5389,2,1,1,3,4.0,1.0,1,6,3,2
1996,0.6078,2,2,2,2,3.0,3.0,1,6,2,0
1996,1.5184,1,2,2,2,1.0,3.0,1,3,2,0
1996,0.997,2,2,5,3,3.0,6.0,7,5,1,0
1996,1.0899,2,1,2,3,0.0,3.0,6,3,1,1
1996,0.9636,2,2,1,3,3.0,2.0,1,5,3,1
1996,1.2125,2,1,1,3,4.0,2.0,1,3,1,0
1996,1.2695,1,2,1,3,4.0,1.0,1,6,1,1
1996,0.5648,3,1,2,3,3.0,3.0,5,3,5,1
1996,0.5022,2,2,2,3,0.0,3.0,1,6,1,1
1996,1.2125,2,1,2,3,3.0,3.0,1,5,3,1
1996,0.68,3,2,2,3,1.0,6.0,7,2,5,1
1996,1.0073,2,2,1,2,4.0,1.0,1,6,1,1
1996,0.4985,2,2,2,3,2.0,3.0,1,5,2,0
1996,1.7094,2,1,2,3,3.0,3.0,1,5,2,0
1996,0.6261,2,1,1,4,2.0,5.0,6,3,3,0
1996,0.7169,2,1,1,4,4.0,1.0,1,6,1,1
1996,0.7718,2,1,1,4,3.0,1.0,5,5,4,2
1996,1.4581,1,2,5,4,1.0,0.0,8,5,2,0
1996,1.2522,2,1,1,4,4.0,3.0,1,3,1,0
1996,1.3805,1,1,1,2,2.0,3.0,1,3,1,0
1996,1.4637,2,1,1,2,2.0,3.0,4,3,7,1
1996,3.0287,1,2,2,3,3.0,0.0,8,3,2,0
1996,0.5833,3,2,1,4,3.0,1.0,5,3,5,1
1996,1.5023,1,2,1,4,2.0,3.0,6,2,4,0
1996,1.4019,3,2,5,4,1.0,3.0,5,1,1,1
1996,1.7498,3,1,1,4,3.0,3.0,5,3,1,2
1996,0.7291,1,1,1,4,1.0,0.0,8,5,2,1
1996,2.0049,2,2,1,1,3.0,2.0,4,3,1,0
1996,1.7587,2,1,1,1,3.0,3.0,1,3,1,0
1996,1.6588,1,2,1,1,4.0,3.0,1,3,1,1
1996,1.0207,2,2,1,1,5.0,1.0,4,6,1,2
1996,1.3044,2,2,1,1,3.0,1.0,1,5,1,2
1996,1.1817,2,1,1,1,3.0,3.0,5,5,1,2
1996,1.2227,1,2,1,1,5.0,6.0,7,5,1,2
1996,0.8339,3,2,1,1,0.0,1.0,5,2,5,0
1996,1.5109,2,2,3,2,3.0,1.0,1,6,1,1
1996,0.9329999999999999,1,2,1,2,2.0,2.0,1,6,2,2
1996,1.0491,3,2,1,2,2.0,3.0,5,3,1,1
1996,1.1262,2,2,1,2,4.0,1.0,1,5,1,2
1996,1.1262,2,1,1,2,4.0,3.0,1,5,1,2
1996,0.5896,1,1,1,2,3.0,1.0,1,6,2,2
1996,0.895,2,1,1,2,4.0,3.0,1,5,1,2
1996,1.0123,2,2,1,2,3.0,2.0,1,3,3,1
1996,0.7784,1,2,1,1,1.0,1.0,1,6,2,1
1996,0.9455,1,1,1,1,3.0,1.0,1,3,2,2
1996,0.6941,2,1,1,1,0.0,1.0,1,5,1,2
1996,1.5971,1,2,1,4,4.0,2.0,1,3,1,1
1996,0.8009,2,1,1,4,5.0,1.0,1,6,1,0
1996,1.5435,2,1,1,4,4.0,2.0,1,5,1,1
1996,0.895,2,1,1,2,3.0,1.0,5,5,1,1
1996,3.0287,1,1,1,2,2.0,3.0,4,3,2,0
1996,3.0287,1,2,1,2,0.0,2.0,1,2,2,0
1996,1.0123,2,2,1,2,4.0,2.0,1,3,1,1
1996,1.1653,2,2,2,2,3.0,3.0,1,3,1,1
1996,1.1557,2,2,1,2,4.0,1.0,1,6,1,1
1996,1.3599,3,2,5,3,0.0,3.0,5,1,4,0
1996,2.7344,1,2,1,3,3.0,6.0,7,2,1,0
1996,1.3599,3,2,2,3,1.0,3.0,5,1,5,1
1996,0.6273,1,1,1,3,3.0,1.0,1,3,3,0
1996,0.997,1,2,1,3,1.0,6.0,7,5,1,0
1996,0.5564,2,2,1,3,1.0,2.0,5,3,3,0
1996,0.4528,3,2,1,3,3.0,3.0,5,5,3,2
1996,0.8079,1,2,1,3,1.0,0.0,8,5,1,1
1996,1.1396,2,1,1,3,4.0,3.0,1,3,1,2
1996,2.7739999999999996,1,1,1,3,2.0,2.0,1,3,2,0
1996,0.6379,2,2,1,3,1.0,2.0,1,2,4,0
1996,0.8451,2,1,1,3,4.0,1.0,1,6,1,2
1996,0.997,1,2,2,3,0.0,6.0,7,5,1,0
1996,0.997,1,2,2,3,3.0,3.0,4,5,7,1
1996,1.1932,1,1,1,3,1.0,3.0,1,6,2,0
1996,1.1932,1,2,1,3,1.0,0.0,8,6,2,2
1996,1.1128,3,1,1,3,3.0,3.0,5,3,1,2
1996,2.3099,2,2,2,3,1.0,3.0,1,2,2,0
1996,1.1711,3,1,1,1,3.0,3.0,5,6,1,1
1996,2.7022,1,2,1,2,1.0,6.0,7,2,3,0
1996,1.5435,2,2,1,4,5.0,3.0,1,3,1,1
1996,2.3153,2,1,3,4,4.0,3.0,1,3,1,0
1996,1.3874,2,2,1,4,4.0,2.0,2,3,1,1
1996,0.7709999999999999,1,1,0,3,4.0,2.0,6,3,2,0
1996,1.3599,3,1,1,3,1.0,3.0,5,1,1,1
1996,2.6424,1,2,1,2,2.0,4.0,1,3,2,0
1996,1.0601,3,2,1,2,0.0,1.0,5,3,1,1
1996,2.4418,2,2,5,1,3.0,2.0,1,5,2,0
1996,1.1653,1,1,2,2,2.0,3.0,1,3,2,1
1996,3.0287,1,2,1,2,0.0,4.0,1,3,2,0
1996,0.7949,2,2,1,4,4.0,2.0,1,5,1,0
1996,1.1446,2,2,1,4,0.0,6.0,7,6,1,2
1996,2.3153,2,1,1,4,4.0,3.0,1,5,1,2
1996,1.9671,1,2,3,2,1.0,0.0,8,5,2,0
1996,1.3114,1,2,1,2,1.0,0.0,8,5,2,0
1996,1.2156,2,2,1,4,4.0,6.0,7,6,1,2
1996,0.6787,2,1,2,3,1.0,3.0,5,1,4,0
1996,1.2546,2,2,2,3,0.0,2.0,1,3,3,1
1996,0.685,2,1,1,2,1.0,3.0,6,5,5,2
1996,0.997,1,1,2,3,3.0,3.0,1,5,1,1
1996,1.311,1,2,1,4,1.0,3.0,1,6,1,0
1996,1.311,1,2,1,4,0.0,2.0,1,6,2,0
1996,1.0514,2,1,1,2,3.0,2.0,1,5,2,1
1996,0.8352,2,2,1,2,0.0,1.0,1,6,1,1
1996,1.6458,3,1,1,2,2.0,1.0,5,2,5,0
1996,1.1791,1,1,1,2,4.0,2.0,1,6,2,0
1996,1.0491,3,2,1,2,2.0,3.0,5,3,1,1
1996,0.7731,2,2,1,2,5.0,1.0,1,6,1,1
1996,0.9261,2,1,1,2,4.0,1.0,1,5,1,1
1996,0.7614,3,2,1,4,3.0,1.0,1,6,3,0
1996,1.0754,2,1,5,4,4.0,1.0,1,6,1,0
1996,1.2295,1,1,5,4,3.0,3.0,1,3,1,0
1996,1.995,2,2,5,2,2.0,6.0,7,2,1,1
1996,1.6943,3,2,1,3,0.0,1.0,1,3,3,1
1996,0.7709999999999999,1,2,2,3,1.0,3.0,1,3,2,0
1996,1.2125,2,2,1,3,4.0,1.0,1,5,1,2
1996,0.5648,3,2,1,3,0.0,1.0,5,3,5,0
1996,1.0044,2,1,2,3,3.0,0.0,1,6,1,0
1996,1.1653,2,1,1,2,4.0,2.0,1,3,1,2
1996,0.7267,2,2,2,3,1.0,6.0,7,3,2,0
1996,0.5308,3,2,2,3,1.0,6.0,7,3,5,0
1996,2.171,2,2,1,3,3.0,3.0,1,2,1,0
1996,0.6078,1,2,1,2,3.0,1.0,1,6,2,1
1996,1.2156,1,2,1,2,4.0,1.0,1,6,1,1
1996,0.6078,0,2,1,2,3.0,1.0,1,6,3,1
1996,1.3385,1,2,5,1,3.0,2.0,1,5,3,0
1996,1.4581,1,2,1,4,1.0,0.0,8,5,2,1
1996,0.4298,3,2,1,3,2.0,6.0,7,6,5,2
1996,1.1174,2,1,1,1,5.0,1.0,1,6,1,1
1996,1.3485,1,1,1,1,4.0,1.0,1,6,1,2
1996,0.6393,2,2,1,4,2.0,2.0,1,6,3,1
1996,1.6157,1,2,1,3,3.0,6.0,7,5,1,2
1996,1.9905,1,2,1,3,1.0,0.0,8,5,2,2
1996,1.1932,1,2,1,3,4.0,1.0,1,6,1,1
1996,0.8079,1,1,1,3,2.0,3.0,1,5,2,0
1996,0.5022,2,1,5,3,4.0,1.0,1,6,1,1
1996,0.4834,2,2,1,4,1.0,1.0,6,5,3,2
1996,1.3144,2,2,5,4,2.0,3.0,5,2,1,1
1996,0.3585,2,2,1,4,4.0,1.0,1,6,2,0
1996,1.1174,2,1,1,1,5.0,1.0,1,6,1,2
1996,1.7191,1,2,1,3,3.0,2.0,1,5,1,0
1996,0.6273,1,2,2,3,2.0,2.0,1,3,2,0
1996,1.4119,1,2,1,3,3.0,2.0,1,5,1,0
1996,1.1840000000000002,3,1,1,3,0.0,2.0,5,3,1,2
1996,1.5386,1,1,1,1,3.0,3.0,1,3,1,0
1996,1.1027,2,2,1,1,3.0,1.0,1,6,1,1
1996,0.9247,1,1,1,1,2.0,2.0,1,5,2,0
1996,1.3497,2,1,1,1,3.0,3.0,1,3,2,0
1996,1.1725,2,1,1,1,3.0,3.0,1,3,1,0
1996,0.7984,3,1,1,2,4.0,1.0,5,6,1,2
1996,0.9329999999999999,1,2,1,2,4.0,1.0,1,6,1,0
1996,0.4665,1,2,1,2,3.0,1.0,1,6,2,2
1996,0.6941,2,2,2,1,2.0,2.0,1,5,3,0
1996,1.0514,2,2,1,2,3.0,2.0,1,5,1,0
1996,1.1951,2,1,1,3,4.0,1.0,1,5,1,2
1996,0.5389,2,1,2,3,1.0,3.0,4,6,2,1
1996,1.6761,2,2,1,1,4.0,2.0,1,6,1,2
1996,1.6844,1,1,5,1,3.0,3.0,1,3,1,0
1996,1.2072,2,2,1,1,5.0,1.0,1,6,1,0
1996,0.7592,1,2,5,2,3.0,1.0,1,3,2,0
1996,1.0073,2,1,1,2,4.0,1.0,1,6,1,2
1996,1.0073,2,2,1,2,0.0,1.0,1,6,1,1
1996,1.2125,2,2,1,3,0.0,6.0,7,5,1,2
1996,1.8188,2,1,1,3,3.0,1.0,1,5,1,0
1996,1.531,2,1,3,1,4.0,2.0,4,6,1,2
1996,0.8339,3,2,1,1,1.0,2.0,5,2,5,2
1996,0.5587,2,1,1,1,5.0,2.0,1,6,2,2
1996,1.3485,2,2,1,1,4.0,6.0,7,6,1,2
1996,1.9905,1,2,1,3,0.0,0.0,8,5,2,2
1996,0.532,2,1,1,3,5.0,1.0,1,5,3,2
1996,1.4493,1,2,5,3,2.0,3.0,1,3,1,0
1996,0.7984,1,2,3,2,1.0,0.0,8,5,2,2
1996,0.5723,2,1,1,4,0.0,1.0,1,6,2,1
1996,2.171,2,1,1,3,4.0,3.0,1,2,1,0
1996,1.7094,2,2,1,3,2.0,3.0,1,3,1,2
1996,1.4493,1,2,1,3,3.0,3.0,1,3,1,0
1996,0.9261,2,1,1,2,4.0,1.0,1,5,1,2
1996,1.327,1,2,1,3,1.0,0.0,8,5,2,2
1996,1.9905,1,2,1,3,1.0,0.0,8,5,2,0
1996,1.9905,1,2,1,3,1.0,0.0,8,5,2,1
1996,1.9905,1,2,1,1,1.0,0.0,8,5,2,0
1996,1.9905,1,2,1,3,1.0,0.0,8,5,2,0
1996,0.6635,1,1,1,3,1.0,0.0,8,5,2,2
1996,1.2385,1,2,2,3,2.0,6.0,7,1,2,1
1996,1.2125,2,2,1,3,4.0,2.0,1,5,1,1
1996,1.5419999999999998,1,1,1,3,4.0,3.0,1,3,1,1
1996,1.1932,1,2,1,3,3.0,1.0,1,6,2,0
1996,0.47200000000000003,1,2,1,3,3.0,1.0,1,6,2,2
1996,0.8926,1,1,1,2,4.0,1.0,1,5,1,2
1996,1.2153,3,1,1,2,3.0,3.0,1,2,1,0
1996,0.8926,1,2,1,2,3.0,2.0,1,5,1,1
1996,1.0856,2,1,1,2,4.0,5.0,1,3,1,2
1996,1.4759,2,1,1,2,4.0,3.0,1,2,1,2
1996,1.6284,2,1,1,2,3.0,3.0,1,3,1,0
1996,1.2072,2,2,1,1,5.0,1.0,1,6,1,1
1996,1.6279,2,2,1,1,0.0,3.0,1,5,1,0
1996,1.1549,2,2,2,3,2.0,3.0,1,2,3,0
1996,0.997,1,2,2,3,4.0,2.0,1,5,1,0
1996,0.6273,2,2,1,3,2.0,3.0,1,3,3,0
1996,0.5022,2,2,1,3,3.0,3.0,1,6,3,0
1996,0.5920000000000001,3,1,2,3,1.0,3.0,5,3,5,0
1996,0.5660000000000001,2,2,2,3,2.0,1.0,1,5,2,1
1996,0.7986,2,2,5,4,3.0,2.0,1,3,1,0
1996,1.2066,1,2,1,2,3.0,3.0,1,5,2,0
1996,0.9668,2,1,4,4,3.0,1.0,1,5,1,0
1996,0.6853,1,1,1,4,4.0,1.0,1,5,1,0
1996,0.8422,2,1,1,1,3.0,3.0,1,3,3,0
1996,1.2936,2,2,2,1,1.0,3.0,1,5,4,1
1996,1.1653,1,2,1,2,4.0,2.0,1,3,1,0
1996,1.2072,2,1,1,1,4.0,1.0,1,6,1,2
1996,1.2266,2,1,2,4,4.0,3.0,5,5,1,0
1996,1.1792,1,2,5,3,3.0,3.0,1,3,1,0
1996,0.4226,2,1,5,3,1.0,3.0,1,6,5,1
1996,1.2758,3,2,5,3,1.0,6.0,7,1,1,0
1996,1.5494,2,2,5,3,3.0,3.0,1,1,1,0
1996,1.4493,1,2,5,3,2.0,6.0,7,3,1,0
1996,0.5698,2,1,1,3,3.0,1.0,1,3,3,0
1996,0.6346,2,2,0,4,1.0,3.0,1,5,2,0
1996,0.6273,1,2,2,3,2.0,3.0,1,3,2,0
1996,1.4521,3,2,1,1,3.0,3.0,5,3,1,2
1996,2.0216,2,1,1,1,3.0,3.0,1,2,1,1
1996,1.9905,1,2,1,3,1.0,0.0,8,5,2,0
1996,1.5184,2,1,1,2,3.0,3.0,1,3,2,1
1996,1.4674,2,2,2,2,1.0,3.0,1,5,7,0
1996,0.5441,2,1,1,2,5.0,1.0,5,6,3,0
1996,3.0287,1,2,5,3,2.0,0.0,8,3,2,0
1996,1.6159999999999999,1,2,1,4,3.0,1.0,1,6,1,1
1996,2.3153,2,2,1,4,4.0,2.0,1,3,1,2
1996,1.2692,2,2,1,4,4.0,2.0,1,5,1,2
1996,0.4538,3,2,1,2,1.0,2.0,5,5,5,2
1996,0.46299999999999997,1,1,1,2,3.0,1.0,1,5,3,1
1996,1.2227,2,1,2,1,2.0,1.0,1,5,2,0
1996,0.6926,3,2,1,1,0.0,3.0,5,3,5,2
1996,1.1711,2,1,1,1,4.0,1.0,5,6,1,0
1996,0.6926,3,2,1,1,1.0,3.0,5,3,5,0
1996,1.5386,1,2,1,1,3.0,2.0,1,3,1,0
1996,0.9329999999999999,2,1,1,2,4.0,1.0,1,6,1,0
1996,1.1027,2,2,1,1,5.0,1.0,1,6,1,1
1996,0.7435,2,2,1,1,2.0,3.0,1,3,3,0
1996,1.5217,1,2,1,3,0.0,1.0,1,6,1,2
1996,1.204,1,1,1,3,4.0,1.0,1,6,1,0
1996,0.9977,2,2,1,3,4.0,1.0,1,6,1,2
1996,1.3874,2,1,1,4,4.0,3.0,1,3,1,0
1996,0.4161,2,1,1,3,3.0,1.0,5,6,3,2
1996,1.2546,2,1,1,3,0.0,1.0,1,3,1,0
1996,1.204,2,2,1,3,5.0,1.0,1,6,1,2
1996,1.1951,2,2,1,3,3.0,3.0,1,5,1,0
1996,1.155,3,1,2,3,2.0,3.0,6,5,1,0
1996,0.7097,2,1,1,3,4.0,0.0,1,3,3,2
1996,0.7962,1,2,1,4,1.0,6.0,7,3,4,0
1996,1.8783,2,2,5,4,0.0,2.0,1,3,1,1
1996,1.0296,2,1,1,4,3.0,3.0,1,5,1,1
1996,0.6261,2,2,5,4,2.0,1.0,1,5,3,0
1996,2.1884,1,2,1,4,3.0,2.0,1,5,1,0
1996,1.1233,2,1,1,2,3.0,3.0,6,3,1,1
1996,0.9758,2,1,1,2,3.0,3.0,6,3,1,1
1996,0.5308,3,1,1,3,2.0,5.0,6,3,2,0
1996,1.9905,1,2,1,3,1.0,0.0,8,5,2,0
1996,2.4236,1,1,1,3,2.0,0.0,8,5,2,0
1996,1.0244,2,2,1,3,1.0,3.0,5,3,2,0
1996,1.9905,1,1,1,3,5.0,0.0,8,5,2,0
1996,1.9905,1,1,1,3,4.0,1.0,1,5,2,0
1996,1.9905,1,2,2,3,3.0,2.0,1,5,2,0
1996,1.9905,1,2,1,3,4.0,3.0,1,5,2,0
1996,1.0514,2,1,1,2,4.0,3.0,1,5,1,2
1996,0.5257,2,2,1,2,3.0,1.0,1,5,3,2
1996,1.0123,2,2,1,2,4.0,1.0,4,3,1,2
1996,1.3485,1,2,1,1,3.0,6.0,7,6,1,2
1996,0.8242,2,2,1,3,1.0,3.0,5,1,3,0
1996,0.4886,3,2,1,3,0.0,1.0,5,5,5,0
1996,1.6485,2,2,1,3,4.0,2.0,1,2,1,0
1996,0.6063,2,2,1,3,2.0,2.0,1,3,4,0
1996,0.6555,1,2,1,4,2.0,2.0,1,6,2,0
1996,0.9951,3,1,1,4,0.0,2.0,1,5,1,2
1996,0.4643,2,1,1,4,4.0,1.0,1,6,2,1
1996,2.0607,1,1,3,3,3.0,3.0,1,5,2,0
1996,0.6346,2,2,1,4,3.0,1.0,1,5,3,1
1996,1.2957,1,2,1,4,4.0,1.0,1,3,2,2
1996,1.1446,2,1,1,4,4.0,1.0,1,6,1,0
1996,1.5039,1,2,2,3,1.0,6.0,7,3,1,0
1996,1.5005,1,2,2,4,1.0,2.0,1,3,1,0
1996,2.3281,1,1,1,3,3.0,3.0,1,2,1,0
1996,0.4836,2,1,1,1,3.0,3.0,1,6,4,2
1996,0.8294,1,2,1,1,2.0,3.0,1,3,2,0
1996,1.0725,1,1,1,1,3.0,3.0,1,5,1,0
1996,1.4869999999999999,2,1,1,1,1.0,5.0,6,3,1,2
1996,0.8658,1,2,1,1,1.0,3.0,1,5,2,1
1996,1.1027,2,1,1,1,3.0,1.0,4,6,1,2
1996,1.8257,3,1,1,1,0.0,1.0,1,1,1,0
1996,0.997,1,2,2,3,2.0,1.0,1,5,1,1
1996,1.1320000000000001,2,2,1,3,5.0,1.0,1,5,1,0
1996,1.5924,1,1,5,4,3.0,3.0,1,3,1,0
1996,1.524,1,2,1,4,1.0,1.0,1,3,2,0
1996,1.3569,2,1,1,3,4.0,1.0,5,5,1,2
1996,0.9242,1,2,5,3,3.0,2.0,1,3,1,0
1996,1.354,3,2,1,3,2.0,2.0,5,3,5,1
1996,2.0607,1,2,1,3,0.0,1.0,1,5,1,2
1996,0.7609,1,2,2,3,1.0,2.0,1,6,2,0
1996,1.0778,2,1,1,3,0.0,1.0,1,6,1,2
1996,1.1711,3,1,1,1,3.0,1.0,5,6,1,2
1996,1.2786,2,2,1,4,5.0,1.0,1,6,1,1
1996,3.0287,1,1,2,3,4.0,2.0,1,2,2,1
1996,1.5184,2,1,2,2,1.0,3.0,4,3,2,0
1996,0.7337,2,1,2,2,2.0,3.0,1,3,3,0
1996,0.7452,2,2,0,2,3.0,1.0,1,6,1,1
1996,3.0287,1,1,1,2,4.0,2.0,1,2,2,0
1996,2.1872,1,2,2,4,3.0,6.0,7,5,2,0
1996,0.6828,1,2,1,1,1.0,1.0,1,6,2,2
1996,0.7693,2,2,5,1,2.0,1.0,1,3,4,1
1996,1.0123,2,1,1,2,2.0,3.0,1,3,1,2
1996,1.0856,2,2,1,2,3.0,2.0,1,5,1,0
1996,0.4463,1,2,1,2,1.0,2.0,1,5,2,1
1996,1.2175,3,1,1,2,2.0,1.0,5,2,1,0
1996,0.5976,2,2,1,3,3.0,2.0,1,5,3,2
1996,1.3874,2,2,0,4,3.0,6.0,7,3,1,0
1996,0.726,2,2,2,1,2.0,3.0,5,3,5,1
1996,0.6785,2,2,5,3,5.0,6.0,7,5,4,2
1996,0.5862,2,2,1,1,3.0,0.0,8,3,3,0
1996,0.8324,3,2,2,1,1.0,5.0,6,1,5,0
1996,0.9673,2,1,1,1,3.0,2.0,1,6,1,2
1996,0.6273,2,2,1,3,1.0,1.0,1,3,4,0
1996,0.6273,1,2,0,3,3.0,2.0,1,3,3,2
1996,3.0287,1,1,1,3,3.0,1.0,1,3,2,2
1996,1.1549,2,1,2,3,1.0,3.0,6,2,3,0
1996,0.7718,2,1,1,4,3.0,2.0,1,5,3,1
1996,0.9814,1,1,5,4,3.0,3.0,1,3,2,0
1996,0.532,2,2,5,3,1.0,2.0,1,0,2,1
1996,1.6157,1,2,5,3,4.0,6.0,7,5,1,2
1996,1.7094,2,1,5,3,4.0,3.0,1,5,1,1
1996,0.7189,3,2,1,4,2.0,1.0,5,3,3,2
1996,1.3569,2,1,1,3,4.0,3.0,1,5,1,2
1996,1.7437,1,1,5,3,1.0,2.0,1,2,2,0
1996,1.1691,2,1,1,4,3.0,3.0,1,5,3,1
1996,0.6261,2,2,5,4,2.0,2.0,1,5,3,1
1996,1.4846,2,2,2,3,1.0,3.0,6,1,4,0
1996,1.4534,2,2,1,3,2.0,2.0,1,3,1,2
1996,1.1714,3,2,1,3,2.0,2.0,5,5,1,1
1996,0.602,2,1,1,3,3.0,1.0,1,6,2,2
1996,0.6393,1,2,1,4,4.0,1.0,1,6,1,0
1996,0.622,3,2,1,4,2.0,2.0,5,5,5,0
1996,1.2156,2,1,1,4,0.0,1.0,1,6,1,1
1996,1.556,1,2,3,4,1.0,2.0,1,6,2,0
1996,0.6346,1,1,0,4,4.0,3.0,1,5,3,0
1996,0.8656,3,1,0,4,1.0,1.0,5,1,5,0
1996,1.3805,1,1,0,2,3.0,3.0,1,3,1,0
1998,0.6759,1,2,5,2,3.0,3.0,1,6,2,1
1998,0.5899,2,1,1,3,1.0,3.0,4,3,2,1
1998,1.5239,3,1,1,1,2.0,3.0,5,1,1,0
1998,0.7478,3,1,1,1,2.0,3.0,5,3,5,2
1998,0.5025,3,2,1,1,1.0,2.0,5,5,2,0
1998,0.6489,1,2,1,1,2.0,3.0,6,3,3,0
1998,1.8103,3,1,1,1,3.0,1.0,5,2,1,2
1998,1.6458,3,1,1,3,3.0,2.0,5,1,1,2
1998,1.2214,1,2,1,3,4.0,6.0,7,6,1,2
1998,0.8229,3,1,5,3,1.0,3.0,5,1,5,1
1998,1.1797,2,1,5,3,4.0,3.0,1,3,1,0
1998,0.8833,1,1,1,3,1.0,0.0,8,5,2,0
1998,0.8833,1,1,1,3,2.0,4.0,1,5,2,0
1998,0.8833,1,2,5,3,1.0,0.0,8,5,2,0
1998,0.8833,1,1,1,3,0.0,0.0,8,5,2,0
1998,0.8833,1,2,1,3,0.0,0.0,8,5,2,0
1998,0.9371,2,2,1,2,3.0,1.0,5,5,1,2
1998,1.2398,2,2,1,4,4.0,1.0,1,6,1,1
1998,0.7718,2,1,1,4,4.0,1.0,1,6,1,0
1998,0.5675,1,2,1,4,3.0,1.0,1,5,1,0
1998,1.0818,2,1,5,4,4.0,3.0,1,5,1,1
1998,0.8346,2,1,5,4,3.0,1.0,1,5,1,1
1998,1.4508,1,1,1,3,2.0,0.0,8,5,2,0
1998,1.1436,2,1,1,3,2.0,3.0,1,5,3,0
1998,0.514,2,2,2,3,1.0,3.0,6,1,5,0
1998,0.9212,1,1,1,3,2.0,2.0,1,3,1,0
1998,0.7158,2,2,1,3,5.0,1.0,1,6,1,2
1998,0.7153,2,2,2,3,2.0,3.0,6,3,3,0
1998,0.4589,3,2,1,2,2.0,3.0,5,5,5,2
1998,0.6459999999999999,2,1,1,2,4.0,1.0,1,6,1,1
1998,0.4745,2,2,1,2,3.0,1.0,5,5,3,2
1998,1.0321,2,2,1,2,2.0,6.0,7,5,1,0
1998,0.7566,3,1,1,2,3.0,3.0,5,1,5,0
1998,1.1877,2,1,1,1,1.0,3.0,1,3,1,0
1998,1.2093,2,2,1,1,4.0,2.0,1,6,1,0
1998,0.7478,3,1,1,1,3.0,2.0,5,3,5,0
1998,1.4049,1,2,1,3,1.0,2.0,6,3,1,0
1998,0.8158,2,1,1,3,5.0,1.0,1,6,1,2
1998,0.7788,1,1,1,2,3.0,1.0,1,6,1,1
1998,0.5529,2,2,1,2,3.0,2.0,5,3,5,2
1998,0.5347,1,2,3,2,1.0,0.0,8,5,2,0
1998,0.2674,1,2,1,2,1.0,0.0,8,5,2,1
1998,0.7272,2,2,1,2,3.0,1.0,1,6,1,1
1998,1.6651,2,2,2,1,3.0,3.0,6,2,1,1
1998,0.8284,3,2,1,1,1.0,3.0,5,1,5,0
1998,0.5938,2,2,1,1,2.0,3.0,1,3,2,0
1998,1.2259,3,1,1,1,3.0,3.0,5,3,1,0
1998,0.3569,3,2,1,2,2.0,2.0,5,6,5,2
1998,1.4306,2,2,1,3,4.0,2.0,1,3,1,0
1998,0.7239,2,2,1,4,5.0,6.0,7,6,1,0
1998,0.5323,1,1,1,4,2.0,0.0,8,5,2,0
1998,1.1008,2,1,1,4,3.0,1.0,5,3,1,0
1998,0.2662,1,2,1,4,1.0,6.0,7,5,2,0
1998,0.8866,2,2,1,4,3.0,6.0,7,5,3,0
1998,0.7428,3,2,1,3,1.0,2.0,5,3,3,0
1998,0.3513,2,1,1,3,3.0,1.0,5,6,3,0
1998,0.8229,3,1,1,3,1.0,3.0,5,1,5,0
1998,0.5613,2,1,1,3,1.0,4.0,2,5,2,1
1998,1.1225,2,2,1,3,2.0,2.0,6,5,3,0
1998,1.2177,2,2,1,3,3.0,2.0,1,3,1,1
1998,0.9807,1,1,1,3,4.0,1.0,1,5,2,1
1998,1.9828,2,2,1,1,3.0,2.0,1,3,1,0
1998,2.324,3,1,1,1,2.0,3.0,5,2,5,2
1998,1.055,3,2,2,3,4.0,1.0,5,6,1,2
1998,0.7764,3,1,1,3,4.0,1.0,5,6,1,1
1998,0.7026,2,1,1,3,4.0,1.0,1,6,1,1
1998,0.8008,2,2,1,3,3.0,1.0,1,6,1,2
1998,0.8576,2,2,1,3,4.0,6.0,7,6,1,0
